session_id	source	where	what	url_path	duration_s	descriptor
4b9397ad-1866-4975-b522-cf161039491c	browser	google.com	logistic regression with probabilities and weights - Google Search	/search	3.328	google logistic regression with probabilities and weights google search search
753a6af9-f9a0-44cb-93df-bbbf7b2c8314	browser	google.com	logistic regression with probabilities and weights - Google Search	/search	2.013	google logistic regression with probabilities and weights google search search
f14114b7-2e56-4ef7-b9a1-91c78d4b678b	browser	google.com	logistic regression with probabilities and weights - Google Search	/search	26.089	google logistic regression with probabilities and weights google search search
5fe49b26-315f-4eaf-ae01-21d75d3506f4	browser	youtube.com	INDIA'S GOT LATENT S2 Bonus EP1 ft. Raghav Juyal, Munawar, Niharika NM, Rohan Joshi - YouTube	/watch	37.019	youtube india s got latent s2 bonus ep1 ft raghav juyal munawar niharika nm rohan joshi youtube watch
1b9face6-c327-47de-a291-be1dcd4fa8a1	browser	youtube.com	INDIA'S GOT LATENT S2 Bonus EP1 ft. Raghav Juyal, Munawar, Niharika NM, Rohan Joshi - YouTube	/watch	46.798	youtube india s got latent s2 bonus ep1 ft raghav juyal munawar niharika nm rohan joshi youtube watch
